Drugs that alter thyroid hormone secretion,C0013227|C3687832|C0392747|C1519510,[phsu]|[topp]|[ftcn]|[ortf],Pharmaceutical Preparations|Drugs|Changing|Thyroid Hormone Secretion Process,,,
Drugs that may alter T 4 and T 3 metabolism,C0013227|C3687832|C0392747|C3641140|C0041014|C0025519|C0025520,"[phsu]|[topp]|[ftcn]|[spco]|[aapp, horm, phsu]|[orgf]|[ftcn]",Pharmaceutical Preparations|Drugs|Changing|Tetrahedral Molecular Geometry|Triiodothyronine|Metabolism|metabolic aspects,,,
Drugs that may alter T 4 and T 3 serum transport - but FT 4 concentration remains normal; ,C0013227|C3687832|C0392747|C3641140|C0041014|C0229671|C0005528|C1317949|C3495449|C1546774|C1550100|C1881534|C0004268|C0086045|C1446561|C3890579|C0205307|C0439166|C2347086,"[phsu]|[topp]|[ftcn]|[spco]|[aapp, horm, phsu]|[bdsu]|[celf]|[mnob]|[medd]|[inpr]|[bdsu]|[ftcn]|[menp]|[menp]|[qnco]|[idcn]|[qlco]|[qnco]|[qnco]",Pharmaceutical Preparations|Drugs|Changing|Tetrahedral Molecular Geometry|Triiodothyronine|Serum|Biological Transport|transport (device)|Mobility aid|Specimen Source Codes - Serum|Specimen Type - Serum|Make - Instruction Imperative|Attention|Mental concentration|Concentration measurement|Functional Tests Domain|Normal|Percent normal|Mean Percent of Normal,,,
Drugs that may alter T 4 and T 3 serum transport - but FT 4 concentration remains normal; ,C0013227|C3687832|C0392747|C3641140|C0041014|C0229671|C0005528|C1317949|C3495449|C1546774|C1550100|C1881534|C0004268|C0086045|C1446561|C3890579|C0205307|C0439166|C2347086,"[phsu]|[topp]|[ftcn]|[spco]|[aapp, horm, phsu]|[bdsu]|[celf]|[mnob]|[medd]|[inpr]|[bdsu]|[ftcn]|[menp]|[menp]|[qnco]|[idcn]|[qlco]|[qnco]|[qnco]","Pharmaceutical Preparations|Drugs|Changing|Tetrahedral Molecular Geometry|Triiodothyronine|Serum|Biological Transport|transport (device)|Mobility aid|Specimen Source Codes - Serum|Specimen Type - Serum|Make - Instruction Imperative|Attention|Mental concentration|Concentration measurement|Functional Tests Domain|Normal|Percent normal|Mean Percent of Normal""and, therefore, the patient remains euthyroid",C0030705|C2360836|C2360838|C2360840|C0117002,"[phsu]|[topp]|[ftcn]|[spco]|[aapp, horm, phsu]|[bdsu]|[celf]|[mnob]|[medd]|[inpr]|[bdsu]|[ftcn]|[menp]|[menp]|[qnco]|[idcn]|[qlco]|[qnco]|[qnco][podg]|[clna]|[clna]|[clna]|[fndg]",Pharmaceutical Preparations|Drugs|Changing|Tetrahedral Molecular Geometry|Triiodothyronine|Serum|Biological Transport|transport (device)|Mobility aid|Specimen Source Codes - Serum|Specimen Type - Serum|Make - Instruction Imperative|Attention|Mental concentration|Concentration measurement|Functional Tests Domain|Normal|Percent normal|Mean Percent of NormalPatients|Abortion consent:Finding:Point in time:^Patient:Document|Hysterectomy consent:Finding:Point in time:^Patient:Document|Sterilization consent:Finding:Point in time:^Patient:Document|Euthyroid (finding)
Drugs that may alter T4 and T3 metabolism,C0013227|C3687832|C0392747|C0025519|C0025520,[phsu]|[topp]|[ftcn]|[orgf]|[ftcn],Pharmaceutical Preparations|Drugs|Changing|Metabolism|metabolic aspects,,,
Drugs that may alter T4 and T3 serum transport- but FT4 concentration remains normal; ,C0013227|C3687832|C0392747|C0229671|C0005528|C1317949|C3495449|C1546774|C1550100|C0004268|C0086045|C1446561|C0205307|C0439166|C2347086,[phsu]|[topp]|[ftcn]|[bdsu]|[celf]|[mnob]|[medd]|[inpr]|[bdsu]|[menp]|[menp]|[qnco]|[qlco]|[qnco]|[qnco],Pharmaceutical Preparations|Drugs|Changing|Serum|Biological Transport|transport (device)|Mobility aid|Specimen Source Codes - Serum|Specimen Type - Serum|Attention|Mental concentration|Concentration measurement|Normal|Percent normal|Mean Percent of Normal,,,
Drugs that may alter T4 and T3 serum transport- but FT4 concentration remains normal; ,C0013227|C3687832|C0392747|C0229671|C0005528|C1317949|C3495449|C1546774|C1550100|C0004268|C0086045|C1446561|C0205307|C0439166|C2347086,[phsu]|[topp]|[ftcn]|[bdsu]|[celf]|[mnob]|[medd]|[inpr]|[bdsu]|[menp]|[menp]|[qnco]|[qlco]|[qnco]|[qnco],"Pharmaceutical Preparations|Drugs|Changing|Serum|Biological Transport|transport (device)|Mobility aid|Specimen Source Codes - Serum|Specimen Type - Serum|Attention|Mental concentration|Concentration measurement|Normal|Percent normal|Mean Percent of Normal""and, therefore, the patient remains euthyroid",C0030705|C2360836|C2360838|C2360840|C0117002,[phsu]|[topp]|[ftcn]|[bdsu]|[celf]|[mnob]|[medd]|[inpr]|[bdsu]|[menp]|[menp]|[qnco]|[qlco]|[qnco]|[qnco][podg]|[clna]|[clna]|[clna]|[fndg],Pharmaceutical Preparations|Drugs|Changing|Serum|Biological Transport|transport (device)|Mobility aid|Specimen Source Codes - Serum|Specimen Type - Serum|Attention|Mental concentration|Concentration measurement|Normal|Percent normal|Mean Percent of NormalPatients|Abortion consent:Finding:Point in time:^Patient:Document|Hysterectomy consent:Finding:Point in time:^Patient:Document|Sterilization consent:Finding:Point in time:^Patient:Document|Euthyroid (finding)
Drugs that may cause protein-binding site displacement,C0013227|C3687832|C0015127|C1524003|C0033618|C0205145|C0012725|C0012727|C0456080|C2347509|C1515974|C2825164|C0033684|C0005456|C0682969,"[phsu]|[topp]|[ftcn]|[cnce]|[moft]|[spco]|[menp]|[spco]|[qlco]|[phpr]|[blor]|[spco]|[aapp, bacs]|[rcpt]|[amas]",Pharmaceutical Preparations|Drugs|Etiology aspects|Science of Etiology|Protein Binding|Site|Psychologic Displacement|Spatial Displacement|Qualitative Displacement|Physical Shift|Anatomic Site|Study Site|Proteins|Binding Sites|Ligand Binding Domain,,,
Drugs that may decrease,C0013227|C3687832|C0392756|C0547047,[phsu]|[topp]|[qlco]|[qnco],Pharmaceutical Preparations|Drugs|Reduced|Decrease,,,
Drugs that may decrease T 4 5' - deiodinase activity,C0013227|C3687832|C0392756|C0547047|C3641140|C1151530|C2260422|C2260426|C2260427,[phsu]|[topp]|[qlco]|[qnco]|[spco]|[moft]|[moft]|[moft]|[moft],Pharmaceutical Preparations|Drugs|Reduced|Decrease|Tetrahedral Molecular Geometry|iodide peroxidase activity|iodinase activity|thyroperoxidase activity|TPO activity,,,
"Drugs that may decrease T 4 absorption, which may result in hypothyroidism",C0013227|C3687832|C0392756|C0547047|C3641140|C0000854|C2347023|C2347080|C2698776|C2825050|C1274040|C1546471|C2825142|C0020676,[phsu]|[topp]|[qlco]|[qnco]|[spco]|[npop]|[phpr]|[phpr]|[bmod]|[phpr]|[ftcn]|[idcn]|[fndg]|[dsyn],Pharmaceutical Preparations|Drugs|Reduced|Decrease|Tetrahedral Molecular Geometry|Process of absorption|Biological Absorption|Material Absorption|Pharmacokinetics: Absorption|Energy Absorption|Result|What subject filter - Result|Experimental Result|Hypothyroidism,,,
Drugs that may decrease T4 5'-deiodinase activity,C0013227|C3687832|C0392756|C0547047|C0039216|C0205177|C0439167|C0441655|C1561536|C3668946|C0039682,"[phsu]|[topp]|[qlco]|[qnco]|[aapp, enzy]|[ftcn]|[qnco]|[acty]|[idcn]|[fndg]|[aapp, enzy]",Pharmaceutical Preparations|Drugs|Reduced|Decrease|T4-Monodeiodinase|Active|Percent Activity|Activities|*Activity (kind of quantity)|Activity (animal life circumstance)|Tetraiodothyronine 5'-Deiodinase,,,
"Drugs that may decrease T4 absorption, which may result in hypothyroidism",C0013227|C3687832|C0392756|C0547047|C0000854|C2347023|C2347080|C2698776|C2825050|C1274040|C1546471|C2825142|C0020676,[phsu]|[topp]|[qlco]|[qnco]|[npop]|[phpr]|[phpr]|[bmod]|[phpr]|[ftcn]|[idcn]|[fndg]|[dsyn],Pharmaceutical Preparations|Drugs|Reduced|Decrease|Process of absorption|Biological Absorption|Material Absorption|Pharmacokinetics: Absorption|Energy Absorption|Result|What subject filter - Result|Experimental Result|Hypothyroidism,,,
Drugs that may decrease serum TBG concentration,C0013227|C3687832|C0392756|C0547047|C0683149|C3814864|C1420598|C0004268|C0086045|C1446561,[phsu]|[topp]|[qlco]|[qnco]|[qnco]|[gngm]|[gngm]|[menp]|[menp]|[qnco],Pharmaceutical Preparations|Drugs|Reduced|Decrease|serum concentration|SERPINA7 wt Allele|SERPINA7 gene|Attention|Mental concentration|Concentration measurement,,,
"Drugs that may decrease thyroid hormone secretion, which may result in hypothyroidism",C0013227|C3687832|C0392756|C0547047|C1519510|C1274040|C1546471|C2825142|C0020676,[phsu]|[topp]|[qlco]|[qnco]|[ortf]|[ftcn]|[idcn]|[fndg]|[dsyn],Pharmaceutical Preparations|Drugs|Reduced|Decrease|Thyroid Hormone Secretion Process|Result|What subject filter - Result|Experimental Result|Hypothyroidism,,,
"Drugs that may decrease thyroid hormone secretion, which mayresult in hypothyroidism",C0013227|C3687832|C0392756|C0547047|C1519510|C0020676,[phsu]|[topp]|[qlco]|[qnco]|[ortf]|[dsyn],Pharmaceutical Preparations|Drugs|Reduced|Decrease|Thyroid Hormone Secretion Process|Hypothyroidism,,,
Drugs that may increase,C0013227|C3687832|C0442805,[phsu]|[topp]|[ftcn],Pharmaceutical Preparations|Drugs|Increase,,,
"Drugs that may increase hepatic metabolism, which may result in hypothyroidism",C0013227|C3687832|C0442805|C1373178|C1274040|C1546471|C2825142|C0020676,[phsu]|[topp]|[ftcn]|[ortf]|[ftcn]|[idcn]|[fndg]|[dsyn],Pharmaceutical Preparations|Drugs|Increase|Hepatic Metabolism [PK]|Result|What subject filter - Result|Experimental Result|Hypothyroidism,,,
"Drugs that may increase hepatic metabolism, whichmay resultin hypothyroidism",C0013227|C3687832|C0442805|C1373178|C0020676,[phsu]|[topp]|[ftcn]|[ortf]|[dsyn],Pharmaceutical Preparations|Drugs|Increase|Hepatic Metabolism [PK]|Hypothyroidism,,,
Drugs that may increase serum TBG concentration,C0013227|C3687832|C0442805|C0683149|C3814864|C1420598|C0004268|C0086045|C1446561,[phsu]|[topp]|[ftcn]|[qnco]|[gngm]|[gngm]|[menp]|[menp]|[qnco],Pharmaceutical Preparations|Drugs|Increase|serum concentration|SERPINA7 wt Allele|SERPINA7 gene|Attention|Mental concentration|Concentration measurement,,,
"Drugs that may increase thyroid hormone secretion, which may result in hyperthyroidism",C0013227|C3687832|C0442805|C1519510|C1274040|C1546471|C2825142|C0020550,[phsu]|[topp]|[ftcn]|[ortf]|[ftcn]|[idcn]|[fndg]|[dsyn],Pharmaceutical Preparations|Drugs|Increase|Thyroid Hormone Secretion Process|Result|What subject filter - Result|Experimental Result|Hyperthyroidism,,,
"Drugs that may increase thyroid hormone secretion, whichmay result in hyperthyroidism",C0013227|C3687832|C0442805|C1519510|C1274040|C1546471|C2825142|C0020550,[phsu]|[topp]|[ftcn]|[ortf]|[ftcn]|[idcn]|[fndg]|[dsyn],Pharmaceutical Preparations|Drugs|Increase|Thyroid Hormone Secretion Process|Result|What subject filter - Result|Experimental Result|Hyperthyroidism,,,
Drugs that may reduce TSH secretion - the reduction is not sustained; ,C0013227|C3687832|C2611225|C0301630|C0392756|C0441610|C1518422|C0443318,[phsu]|[topp]|[celf]|[npop]|[qlco]|[topp]|[ftcn]|[ftcn],Pharmaceutical Preparations|Drugs|thyroid-stimulating hormone secretion|Reduction (chemical)|Reduced|Reduction - action|Negation|Sustained,,,
Drugs that may reduce TSH secretion - the reduction is not sustained; ,C0013227|C3687832|C2611225|C0301630|C0392756|C0441610|C1518422|C0443318,[phsu]|[topp]|[celf]|[npop]|[qlco]|[topp]|[ftcn]|[ftcn],"Pharmaceutical Preparations|Drugs|thyroid-stimulating hormone secretion|Reduction (chemical)|Reduced|Reduction - action|Negation|Sustained""therefore, hypothyroidism does not occur",C0020676|C1518422|C1709305|C2745955,[phsu]|[topp]|[celf]|[npop]|[qlco]|[topp]|[ftcn]|[ftcn][dsyn]|[ftcn]|[acty]|[tmco],Pharmaceutical Preparations|Drugs|thyroid-stimulating hormone secretion|Reduction (chemical)|Reduced|Reduction - action|Negation|SustainedHypothyroidism|Negation|Occur (action)|Occurrence
Drugs that may reduce TSH secretion the reduction is not sustained; ,C0013227|C3687832|C2611225|C0301630|C0392756|C0441610|C1518422|C0443318,[phsu]|[topp]|[celf]|[npop]|[qlco]|[topp]|[ftcn]|[ftcn],Pharmaceutical Preparations|Drugs|thyroid-stimulating hormone secretion|Reduction (chemical)|Reduced|Reduction - action|Negation|Sustained,,,
Drugs that may reduce TSH secretion the reduction is not sustained; ,C0013227|C3687832|C2611225|C0301630|C0392756|C0441610|C1518422|C0443318,[phsu]|[topp]|[celf]|[npop]|[qlco]|[topp]|[ftcn]|[ftcn],"Pharmaceutical Preparations|Drugs|thyroid-stimulating hormone secretion|Reduction (chemical)|Reduced|Reduction - action|Negation|Sustained""therefore, hypothyroidism does not occur",C0020676|C1518422|C1709305|C2745955,[phsu]|[topp]|[celf]|[npop]|[qlco]|[topp]|[ftcn]|[ftcn][dsyn]|[ftcn]|[acty]|[tmco],Pharmaceutical Preparations|Drugs|thyroid-stimulating hormone secretion|Reduction (chemical)|Reduced|Reduction - action|Negation|SustainedHypothyroidism|Negation|Occur (action)|Occurrence
Drugs that may reduce TSH secretionthe reduction is not sustained; ,C0013227|C3687832|C0241513|C1518422|C0443318,[phsu]|[topp]|[fndg]|[ftcn]|[ftcn],Pharmaceutical Preparations|Drugs|Decreased TSH|Negation|Sustained,,,
Drugs that may reduce TSH secretionthe reduction is not sustained; ,C0013227|C3687832|C0241513|C1518422|C0443318,[phsu]|[topp]|[fndg]|[ftcn]|[ftcn],"Pharmaceutical Preparations|Drugs|Decreased TSH|Negation|Sustained""therefore, hypothyroidism does not occur",C0020676|C1518422|C1709305|C2745955,[phsu]|[topp]|[fndg]|[ftcn]|[ftcn][dsyn]|[ftcn]|[acty]|[tmco],Pharmaceutical Preparations|Drugs|Decreased TSH|Negation|SustainedHypothyroidism|Negation|Occur (action)|Occurrence
Drugs with a known interaction with colesevelam: Decrease in exposure of coadministered drug,C0013227|C3687832|C0205309|C1704675|C0541155|C0392756|C0547047|C0274281|C0332157|C1254351,"[phsu]|[topp]|[qlco]|[ftcn]|[orch, phsu]|[qlco]|[qnco]|[inpo]|[clna]|[phsu]",Pharmaceutical Preparations|Drugs|Known|Interaction|colesevelam|Reduced|Decrease|Injury due to exposure to external cause|Exposure to|Pharmacologic Substance,,,
Drugs with a known interaction with colesevelam:Decrease in exposure of coadministered drug,C0013227|C3687832|C0205309|C1704675|C0541155|C0392756|C0547047|C0274281|C0332157|C1254351,"[phsu]|[topp]|[qlco]|[ftcn]|[orch, phsu]|[qlco]|[qnco]|[inpo]|[clna]|[phsu]",Pharmaceutical Preparations|Drugs|Known|Interaction|colesevelam|Reduced|Decrease|Injury due to exposure to external cause|Exposure to|Pharmacologic Substance,,,
Drugs:,C0013227|C3687832,[phsu]|[topp],Pharmaceutical Preparations|Drugs,,,
EFFECT,C1280500|C2348382,[qlco]|[qlco],"Effect|Effect, Appearance",,,
Effect,C1280500|C2348382,[qlco]|[qlco],"Effect|Effect, Appearance",,,
Effect on Active Moiety (Risperidone + 9-Hydroxy-Risperidone (RatioChange relative to reference),C1280500|C2348382|C1552018|C0073393|C0700307|C0080103|C0205345|C1547039|C0040363|C0041260|C1883351|C1514811|C1706462,"[qlco]|[qlco]|[chvf]|[orch, phsu]|[inch]|[famg]|[qlco]|[qnco]|[geoa]|[aapp, enzy]|[qlco]|[inpr]|[cnce]","Effect|Effect, Appearance|active moiety|Risperidone|hydroxyl group|Relative (related person)|Relative|*Relative|Togo|Tryptophanase|To|Bibliographic Reference|Reference Object",,,
Effect on Active Moiety(Risperidone + 9- Hydroxy-Risperidone (Ratio*),C1280500|C2348382|C1552018|C0073393|C0700307|C0456603|C1547037,"[qlco]|[qlco]|[chvf]|[orch, phsu]|[inch]|[qnco]|[inpr]","Effect|Effect, Appearance|active moiety|Risperidone|hydroxyl group|Ratio|data type - ratio",,,
Effect on Concentration,C1280500|C2348382|C0004268|C0086045|C1446561,[qlco]|[qlco]|[menp]|[menp]|[qnco],"Effect|Effect, Appearance|Attention|Mental concentration|Concentration measurement",,,
Effect on Concentration of Atazanavir or Concomitant Drug,C1280500|C2348382|C0004268|C0086045|C1446561|C1145759|C0521115|C0013227|C1254351,"[qlco]|[qlco]|[menp]|[menp]|[qnco]|[orch, phsu]|[tmco]|[phsu]|[phsu]","Effect|Effect, Appearance|Attention|Mental concentration|Concentration measurement|Atazanavir|Simultaneous|Pharmaceutical Preparations|Pharmacologic Substance",,,
Effect on Concentration of Etravirine or Concomitant Drug,C1280500|C2348382|C0004268|C0086045|C1446561|C1456409|C0521115|C0013227|C1254351,"[qlco]|[qlco]|[menp]|[menp]|[qnco]|[orch, phsu]|[tmco]|[phsu]|[phsu]","Effect|Effect, Appearance|Attention|Mental concentration|Concentration measurement|etravirine|Simultaneous|Pharmaceutical Preparations|Pharmacologic Substance",,,
Effect on Concentration of Lamotrigine or Concomitant Drug,C1280500|C2348382|C0004268|C0086045|C1446561|C0064636|C0524166|C0521115|C0013227|C1254351,"[qlco]|[qlco]|[menp]|[menp]|[qnco]|[orch, phsu]|[lbpr]|[tmco]|[phsu]|[phsu]","Effect|Effect, Appearance|Attention|Mental concentration|Concentration measurement|lamotrigine|Lamotrigine measurement|Simultaneous|Pharmaceutical Preparations|Pharmacologic Substance",,,
Effect on Concentration of Nevirapine or Concomitant Drug,C1280500|C2348382|C0004268|C0086045|C1446561|C0132326|C0521115|C0013227|C1254351,"[qlco]|[qlco]|[menp]|[menp]|[qnco]|[orch, phsu]|[tmco]|[phsu]|[phsu]","Effect|Effect, Appearance|Attention|Mental concentration|Concentration measurement|Nevirapine|Simultaneous|Pharmaceutical Preparations|Pharmacologic Substance",,,
Effect on Concentration of Rilpivirine or Concomitant Drug,C1280500|C2348382|C0004268|C0086045|C1446561|C1566826|C0521115|C0013227|C1254351,"[qlco]|[qlco]|[menp]|[menp]|[qnco]|[nnon, phsu]|[tmco]|[phsu]|[phsu]","Effect|Effect, Appearance|Attention|Mental concentration|Concentration measurement|Rilpivirine|Simultaneous|Pharmaceutical Preparations|Pharmacologic Substance",,,
Effect on Concentration of Ritonavir or Concomitant Drug,C1280500|C2348382|C0004268|C0086045|C1446561|C0292818|C0521115|C0013227|C1254351,"[qlco]|[qlco]|[menp]|[menp]|[qnco]|[orch, phsu]|[tmco]|[phsu]|[phsu]","Effect|Effect, Appearance|Attention|Mental concentration|Concentration measurement|Ritonavir|Simultaneous|Pharmaceutical Preparations|Pharmacologic Substance",,,
Effect on Concentration of Nevirapine or Concomitant Drug,C1280500|C2348382|C0004268|C0086045|C1446561|C0132326|C0521115|C0013227|C1254351,"[qlco]|[qlco]|[menp]|[menp]|[qnco]|[orch, phsu]|[tmco]|[phsu]|[phsu]","Effect|Effect, Appearance|Attention|Mental concentration|Concentration measurement|Nevirapine|Simultaneous|Pharmaceutical Preparations|Pharmacologic Substance",,,
Effect on concentration of Nevirapine or Concomitant drug,C1280500|C2348382|C0004268|C0086045|C1446561|C0132326|C0521115|C0013227|C1254351,"[qlco]|[qlco]|[menp]|[menp]|[qnco]|[orch, phsu]|[tmco]|[phsu]|[phsu]","Effect|Effect, Appearance|Attention|Mental concentration|Concentration measurement|Nevirapine|Simultaneous|Pharmaceutical Preparations|Pharmacologic Substance",,,
Effect onConcentration of Saquinavir or Concomitant Drug,C1280500|C2348382|C0286738|C0521115|C0013227|C1254351,"[qlco]|[qlco]|[orch, phsu]|[tmco]|[phsu]|[phsu]","Effect|Effect, Appearance|Saquinavir|Simultaneous|Pharmaceutical Preparations|Pharmacologic Substance",,,
Effect onConcentration ofLamotrigine orConcomitant Drug,C1319171,[fndg],Medication response,,,
Effect**,C1280500|C2348382,[qlco]|[qlco],"Effect|Effect, Appearance",,,
EffectonActive Moiety(Risperidone+9- Hydroxy-Risperidone(Ratio*),C0073393|C0700307|C0456603|C1547037,"[orch, phsu]|[inch]|[qnco]|[inpr]",Risperidone|hydroxyl group|Ratio|data type - ratio,,,
EffectonActiveMoiety(Risperidone+9-Hydroxy-Risperidone(Ratio*),C0073393|C0700307|C0456603|C1547037,"[orch, phsu]|[inch]|[qnco]|[inpr]",Risperidone|hydroxyl group|Ratio|data type - ratio,,,
EffectonActiveMoiety(Risperidone+9-Hydroxy-Risperidone(Ratio*),C0073393|C0700307|C0456603|C1547037,"[orch, phsu]|[inch]|[qnco]|[inpr]",Risperidone|hydroxyl group|Ratio|data type - ratio,,,
EffectonConcentrationofLamotrigineor ConcomitantDrug,,,,,,
Enzyme,C0014442,"[enzy, orch]",Enzymes,,,
Enzyme (CYP2D6) Inhibitors,C0014442|C0057223|C1332830|C3887685|C0243077,"[enzy, orch]|[aapp, enzy]|[gngm]|[aapp, enzy]|[chvf]","Enzymes|Cytochrome P-450 CYP2D6|CYP2D6 gene|Cytochrome P450 2D6, human|inhibitors",,,
Enzyme(CYP2D6) Inhibitors,C0014442|C0057223|C1332830|C3887685|C0243077,"[enzy, orch]|[aapp, enzy]|[gngm]|[aapp, enzy]|[chvf]","Enzymes|Cytochrome P-450 CYP2D6|CYP2D6 gene|Cytochrome P450 2D6, human|inhibitors",,,
Enzyme(CYP2D6)Inhibitors,C0014442|C0057223|C1332830|C3887685|C0243077,"[enzy, orch]|[aapp, enzy]|[gngm]|[aapp, enzy]|[chvf]","Enzymes|Cytochrome P-450 CYP2D6|CYP2D6 gene|Cytochrome P450 2D6, human|inhibitors",,,
Enzyme(CYP2D6)Inhibitors,C0014442|C0057223|C1332830|C3887685|C0243077,"[enzy, orch]|[aapp, enzy]|[gngm]|[aapp, enzy]|[chvf]","Enzymes|Cytochrome P-450 CYP2D6|CYP2D6 gene|Cytochrome P450 2D6, human|inhibitors",,,
Enzyme(CYP3A) Inhibitors,C0014442|C3814396|C0243077,"[enzy, orch]|[gngm]|[chvf]",Enzymes|CYP3A Gene Locus|inhibitors,,,
Enzyme(CYP3A)Inhibitors,C0014442|C3814396|C0243077,"[enzy, orch]|[gngm]|[chvf]",Enzymes|CYP3A Gene Locus|inhibitors,,,
Enzyme(CYP3A/PgPinducers)Inducers,C0014442|C3814396|C3898767,"[enzy, orch]|[gngm]|[sbst]",Enzymes|CYP3A Gene Locus|Inducer,,,
Exposure,C0274281|C0332157,[inpo]|[clna],Injury due to exposure to external cause|Exposure to,,,
Factors,C1521761|C2827422,[ftcn]|[cnce],Factor|Mathematical Factor,,,
Factors,C1521761|C2827422,[ftcn]|[cnce],Factor|Mathematical Factor,,,
Females(n=14),C0015780|C0086287|C0369718|C0441922,"[orga]|[popg]|[aapp, imft]|[inpr]",Female|Females|N not otherwise specified Antibody|N+ (tumor staging),,,
Glucocorticoids,C0017710|C3540777|C3540778,"[horm, orch]|[horm, orch, phsu]|[orch, phsu]","Glucocorticoids|Glucocorticoids, Systemic|Glucocorticoid inhalants for obstructive airway disease",,,
HIV Antiviral Agents,C0019682|C0003451|C0019693|C0019699,[virs]|[phsu]|[dsyn]|[lbtr],HIV|Antiviral Agents|HIV Infections|HIV Seropositivity,,,
HIV Antiviral Agents: Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTIs),C0019682|C0003451|C0019693|C0019699|C1373120|C3541376,"[virs]|[phsu]|[dsyn]|[lbtr]|[moft]|[orch, phsu]",HIV|Antiviral Agents|HIV Infections|HIV Seropositivity|Non-Nucleoside Reverse Transcriptase Inhibitors [MoA]|Non-nucleoside reverse transcriptase inhibitors,,,
HIV Antiviral Agents: Protease Inhibitors (PIs),C0019682|C0003451|C0019693|C0019699|C0033607|C3540755|C1413284,"[virs]|[phsu]|[dsyn]|[lbtr]|[bacs, phsu]|[phsu]|[gngm]","HIV|Antiviral Agents|HIV Infections|HIV Seropositivity|Protease Inhibitors|Protease inhibitors, direct acting antivirals|CDIPT gene",,,
HIV-1-Antiviral Agents: Nucleoside Reverse Transcriptase Inhibitors (NRTIs),C0019704|C0003451|C1373111,[virs]|[phsu]|[moft],HIV-1|Antiviral Agents|Nucleoside Reverse Transcriptase Inhibitors [MoA],,,
Hepatitis C Antiviral Agents,C0019196|C0003451|C0220847,[dsyn]|[phsu]|[virs],Hepatitis C|Antiviral Agents|Hepatitis C virus,,,
Hepatitis C Antiviral Agents,C0019196|C0003451|C0220847,[dsyn]|[phsu]|[virs],Hepatitis C|Antiviral Agents|Hepatitis C virus,,,
Inducers,C3898767,[sbst],Inducer,,,
"Influence of AED on MHD Concentration(Mean Change, 90% Confidence Interval)",C0021399|C0887457|C0004268|C0086045|C1446561|C0444504|C0392747|C0443172|C1705241|C2347634|C2348143|C0439083|C0009667|C0439087|C3842582,"[idcn]|[orch, phsu]|[menp]|[menp]|[qnco]|[qnco]|[ftcn]|[qnco]|[qnco]|[qnco]|[qnco]|[qnco]|[qnco]|[qnco]|[fndg]",Influentials|Cystamine Dihydrochloride|Attention|Mental concentration|Concentration measurement|Statistical mean|Changing|Changed status|Delta (difference)|Population Mean|Sample Mean|>90|Confidence Intervals|<90|90%,,,
"Influence of Oxcarbazepine on AED Concentration(Mean Change, 90% Confidence Interval)",C0021399|C0069751|C0887457|C0004268|C0086045|C1446561|C0444504|C0392747|C0443172|C1705241|C2347634|C2348143|C0439083|C0009667|C0439087|C3842582,"[idcn]|[orch, phsu]|[orch, phsu]|[menp]|[menp]|[qnco]|[qnco]|[ftcn]|[qnco]|[qnco]|[qnco]|[qnco]|[qnco]|[qnco]|[qnco]|[fndg]",Influentials|oxcarbazepine|Cystamine Dihydrochloride|Attention|Mental concentration|Concentration measurement|Statistical mean|Changing|Changed status|Delta (difference)|Population Mean|Sample Mean|>90|Confidence Intervals|<90|90%,,,
Inhibitors,C0243077,[chvf],inhibitors,,,
Interacting Agents,C0450442|C1254351|C1521826,[chvf]|[phsu]|[inpr],Agent|Pharmacologic Substance|Protocol Agent,,,
Interacting Drug,C0013227|C1254351,[phsu]|[phsu],Pharmaceutical Preparations|Pharmacologic Substance,,,
Interacting DrugInteracting Drug,C0013227|C1254351,[phsu]|[phsu],Pharmaceutical Preparations|Pharmacologic Substance,,,
Interacting Agents,C0450442|C1254351|C1521826,[chvf]|[phsu]|[inpr],Agent|Pharmacologic Substance|Protocol Agent,,,
Interacting Drug,C0013227|C1254351,[phsu]|[phsu],Pharmaceutical Preparations|Pharmacologic Substance,,,
Interacting Drug,C0013227|C1254351,[phsu]|[phsu],Pharmaceutical Preparations|Pharmacologic Substance,,,
InteractingAgents,,,,,,
InteractingDrug,,,,,,
Interaction,C1704675,[ftcn],Interaction,,,
Interaction Drug,C0687133,[moft],Drug Interactions,,,
InteractionInteraction,,,,,,
Interaction,C1704675,[ftcn],Interaction,,,
Known CYP2D6 Poor Metabolizers,C0205309|C0057223|C3845231|C1332830|C3887685,"[qlco]|[aapp, enzy]|[fndg]|[gngm]|[aapp, enzy]","Known|Cytochrome P-450 CYP2D6|Poor metabolizer|CYP2D6 gene|Cytochrome P450 2D6, human",,,
Known CYP2D6 Poor Metabolizers and strong CYP3A4 inhibitors,C0205309|C0057223|C3845231|C1332830|C3887685|C0442821|C3850053,"[qlco]|[aapp, enzy]|[fndg]|[gngm]|[aapp, enzy]|[qlco]|[phsu]","Known|Cytochrome P-450 CYP2D6|Poor metabolizer|CYP2D6 gene|Cytochrome P450 2D6, human|Strong|Cytochrome P-450 CYP3A4 Inhibitors",,,
Males(n=106),C0086582|C0369718|C0441922,"[orga]|[aapp, imft]|[inpr]",Males|N not otherwise specified Antibody|N+ (tumor staging),,,
